Status	Slim	Top_type	Top_Level_Organ_system	Num_Mutations_for_organ_system_top	Top_Level_Cell_type	Num_Mutations_for_cell_type_top	Child_Organ_system	Num_Mutations_for_organ_system_child	Child_Cell_type	Num_Mutations_for_cell_type_child	Original_Cancer_Term	Source	Mutations_in_source	Version_DO_Slim	Action
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,lower_leg,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:8923 / skin melanoma	673960	skin,arm,NS,NS,malignant_melanoma,NS,NS,NS	COSMIC	1665	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,NS,NS,NS,malignant_melanoma,lentigo_maligna,NS,NS	COSMIC	32	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:8923 / skin melanoma	673960	skin,foot,NS,NS,malignant_melanoma,NS,NS,NS	COSMIC	14	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:10047 / nodular malignant melanoma	1860	skin,trunk,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	1578	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,mucosal,NS,NS,malignant_melanoma,superficial_spreading,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,sole,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,NS,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	160	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,foot,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	8	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,arm,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:8923 / skin melanoma	673960	skin,neck,NS,NS,malignant_melanoma,NS,NS,NS	COSMIC	1821	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,abdomen,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	11	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:10047 / nodular malignant melanoma	1860	skin,upper_extremity,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	1	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,NS,NS,NS,malignant_melanoma,vertical_growth_phase,NS,NS	COSMIC	158	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,NS,NS,NS,malignant_melanoma,in_situ_melanotic_neoplasm,NS,NS	COSMIC	28	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,upper_back,NS,NS,malignant_melanoma,superficial_spreading,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,knee,NS,NS,malignant_melanoma,superficial_spreading,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,shoulder,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	10	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,extremity,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	16	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,mucosal,NS,NS,malignant_melanoma,rhabdoid,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,intermittently_sun_exposed_site,NS,NS,malignant_melanoma,NS,NS,NS	COSMIC	14	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:8923 / skin melanoma	673960	skin,upper_arm,NS,NS,malignant_melanoma,NS,NS,NS	COSMIC	615	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,upper_arm,NS,NS,malignant_melanoma,nodular,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:6367 / acral lentiginous melanoma	1182	skin,foot,NS,NS,malignant_melanoma,acral_lentiginous,NS,NS	COSMIC	83	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	-	-	skin,NS,NS,NS,malignant_melanoma,superficial_spreading,NS,NS	COSMIC	220	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:6367 / acral lentiginous melanoma	1182	skin,sole,NS,NS,malignant_melanoma,acral_lentiginous,NS,NS	COSMIC	414	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	DOID:4159 / skin cancer	5	DOID:8923 / skin melanoma	673960	skin (melanoma, no basal or squamous)	EDRN	0	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:1909 / melanoma	695015	-	-	DOID:8923 / skin melanoma	673960	Skin Cutaneous Melanoma [SKCM]	TCGA	265703	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	DOID:2513 / basal cell carcinoma	1	Basal_cell_carcinoma_susceptibility_to_7	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,head_neck,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	147174	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,back,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,neck,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	8	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,forearm,NS,NS,carcinoma,basal_cell_carcinosarcoma,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	DOID:3151 / skin squamous cell carcinoma	6085	skin,ear,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	614	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,elbow,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	4861	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,NS,NS,NS,adnexal_tumour,sebaceous_carcinoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,scalp,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,NS,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	16	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,leg,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,sun_exposed_site,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,lower_leg,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,lip,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	6	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,trunk,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,eye,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	DOID:3151 / skin squamous cell carcinoma	6085	skin,hand,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	475	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,genital,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,scalp,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	10	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,face,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	162	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,NS,NS,NS,carcinoma,NS,NS,NS	COSMIC	2772	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,face,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,shoulder,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	16	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	DOID:5518 / penis squamous cell carcinoma	7	skin,penis,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	7	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,lower_extremity,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,sun_exposed_site,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	8	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,leg,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,knee,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,lower_leg,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,shoulder,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,head_neck,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	21	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,NS,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	180	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,arm,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	6	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,eye,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	DOID:3151 / skin squamous cell carcinoma	6085	skin,scalp,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	2190	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,trunk,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	13	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,ear,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	8	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,head_neck,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,back,NS,NS,adnexal_tumour,sebaceous_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,NS,NS,NS,carcinoma,squamous_cell_carcinoma_BRAF_inhibitor_related,NS,NS	COSMIC	15	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,arm,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	13	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,foot,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,chest,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	9	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	DOID:3151 / skin squamous cell carcinoma	6085	skin,face,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	2806	V1	The same as V1
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,upper_leg,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,hand,NS,NS,carcinoma,basal_cell_carcinoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	DOID:305 / carcinoma	18272122	-	-	-	-	skin,upper_extremity,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	malignant_granular_cell_tumor	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Multiple_fibrofolliculomas|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Melanoma_cutaneous_malignant_2_susceptibility_to|Hereditary_cancer-predisposing_syndrome	ClinVar	8	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Cutaneous_telangiectasia_and_cancer_syndrome_familial	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Hereditary_cutaneous_melanoma|Hereditary_cancer-predisposing_syndrome	ClinVar	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|Hereditary_cutaneous_melanoma	ClinVar	7	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Cutaneous_malignant_melanoma_3|Hereditary_cutaneous_melanoma	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome,Hereditary_cutaneous_melanoma|Hereditary_cancer-predisposing_syndrome	ClinVar	25	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	not_provided|not_specified|Hereditary_cutaneous_melanoma|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Peutz-Jeghers_syndrome,Cutaneous_malignant_melanoma_1	ClinVar	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	not_provided|Hereditary_cutaneous_melanoma|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Hereditary_cancer-predisposing_syndrome|not_specified|Hereditary_cutaneous_melanoma	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Cutaneous_malignant_melanoma_8|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	not_provided|not_specified|Hereditary_cancer-predisposing_syndrome|Hereditary_cutaneous_melanoma	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	not_provided|Hereditary_cancer-predisposing_syndrome|Cutaneous_malignant_melanoma_1	ClinVar	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Hereditary_cutaneous_melanoma	ClinVar	8	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	not_specified|Hereditary_cutaneous_melanoma|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Skin/hair/eye_pigmentation_variation_in_5|Malignant_melanoma_of_skin,not_specified	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Oculocutaneous_albinism_type_1B|Oculocutaneous_albinism_type_1_temperature_sensitive|Cutaneous_malignant_melanoma_8|Skin/hair/eye_pigmentation_variation_in_3|Skin/hair/eye_pigmentation_3_blue/green_eyes|WAARDENBURG_SYNDROME_2_AND_OCULAR_ALBINISM_DIGENIC|not_provided	ClinVar	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	Sebaceous_tumors_somatic	ClinVar	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,NS,NS,NS,other,atypical_Spitzoid_tumour,NS,NS	COSMIC	16	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,face,NS,NS,adnexal_tumour,malignant_adnexal_tumour,eccrine_adenocarcinoma,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,NS,NS,NS,adnexal_tumour,malignant_adnexal_tumour,hidradenocarcinoma,NS	COSMIC	4	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,face,NS,NS,in_situ_epithelial_neoplasm,actinic_keratosis,NS,NS	COSMIC	7	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,lip,NS,NS,other,keratoacanthoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,NS,NS,NS,Overgrowth_syndrome,Proteus_syndrome,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,axilla,NS,NS,epidermal_nevus,common_soft,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,NS,NS,NS,adnexal_tumour,spiradenoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,head_neck,NS,NS,epidermal_nevus,NS,NS,NS	COSMIC	16	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,NS,NS,NS,adnexal_tumour,trichilemmoma,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,trunk,NS,NS,other,atypical_Spitzoid_tumour,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,ear,NS,NS,other,keratoacanthoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,NS,NS,NS,adnexal_tumour,malignant_adnexal_tumour,cylindroma,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,abdomen,NS,NS,epidermal_nevus,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,ear,NS,NS,adnexal_tumour,malignant_adnexal_tumour,eccrine_porocarcinoma,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,neck,NS,NS,adnexal_tumour,pilomatricoma,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,scalp,NS,NS,other,seborrhoeic_keratosis,acanthotic,NS	COSMIC	19	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,lip,NS,NS,other,hyperplasia,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,ear,NS,NS,other,atypical_Spitzoid_tumour,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,ear,NS,NS,malignant_melanoma,spitzoid,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,back,NS,NS,other,seborrhoeic_keratosis,acanthotic,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,lower_leg,NS,NS,other,lichenoid_keratosis,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,arm,NS,NS,epidermal_nevus,seborrhoeic,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:4159 / skin cancer	Organ	DOID:4159 / skin cancer	15175470	-	-	-	-	-	-	skin,eye,NS,NS,other,seborrhoeic_keratosis,NS,NS	COSMIC	1	V2	New term
