Status	Slim	Top_type	Top_Level_Organ_system	Num_Mutations_for_organ_system_top	Top_Level_Cell_type	Num_Mutations_for_cell_type_top	Child_Organ_system	Num_Mutations_for_organ_system_child	Child_Cell_type	Num_Mutations_for_cell_type_child	Original_Cancer_Term	Source	Mutations_in_source	Version_DO_Slim	Action
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	13	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,papillary_transitional_cell_carcinoma,NS	COSMIC	28	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	74	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS	COSMIC	16958	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	-	-	urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,micropapillary_transitional_cell_carcinoma,NS	COSMIC	5	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	DOID:305 / carcinoma	18272122	-	-	DOID:4006 / bladder transitional cell carcinoma	134864	Bladder Urothelial Carcinoma [BLCA]	TCGA	134864	V1	The same as V1
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	Malignant_tumor_of_urinary_bladder	ClinVar	40	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder|not_provided	ClinVar	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	Tuberous_sclerosis_syndrome|Malignant_tumor_of_urinary_bladder	ClinVar	8	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	Bladder_cancer_transitional_cell_somatic	ClinVar	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,NS,NS,NS,papilloma,inverted,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,bladder,NS,NS,papilloma,NS,NS,NS	COSMIC	9	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	autonomic_ganglia,bladder,NS,NS,paraganglioma,malignant,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,bladder,NS,NS,papilloma,inverted,NS,NS	COSMIC	15	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,bladder,NS,NS,other,neoplasm,NS,NS	COSMIC	33	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,bladder,NS,NS,NS,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,bladder,NS,NS,papilloma,typical,NS,NS	COSMIC	5	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,bladder,NS,NS,hyperplasia,flat_urothelial,NS,NS	COSMIC	7	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	urinary_tract,upper_urinary_tract,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	DOID:11054 / urinary bladder cancer	144292	-	-	bladder	EDRN	0	V1	The same as V1
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	DOID:11054 / urinary bladder cancer	144292	-	-	Bladder Cancer [BLCA]	ICGC	144292	V1	The same as V1
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	-	-	-	-	BLCA	ICGC-TCGA	299650	V2	New term
Mapped	DOID:11054 / urinary bladder cancer	Organ	DOID:11054 / urinary bladder cancer	673114	-	-	DOID:11054 / urinary bladder cancer	144292	-	-	bladder	IntOGen	0	V1	The same as V1
Mapped	DOID:11239 / appendix cancer	Organ	DOID:11239 / appendix cancer	106	DOID:305 / carcinoma	18272122	-	-	-	-	large_intestine,appendix,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	54	V2	New term
Mapped	DOID:11239 / appendix cancer	Organ	DOID:11239 / appendix cancer	106	-	-	-	-	-	-	large_intestine,appendix,NS,NS,carcinoid-endocrine_tumour,goblet_cell,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11239 / appendix cancer	Organ	DOID:11239 / appendix cancer	106	-	-	-	-	-	-	large_intestine,appendix,NS,NS,other,low_grade_mucinous_neoplasm,NS,NS	COSMIC	34	V2	New term
Mapped	DOID:11239 / appendix cancer	Organ	DOID:11239 / appendix cancer	106	-	-	DOID:0050911 / appendix carcinoid tumor	17	-	-	large_intestine,appendix,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS	COSMIC	17	V1	Used to be DOID:10155 / intestinal cancer
Mapped	DOID:11615 / penile cancer	Organ	DOID:11615 / penile cancer	21	DOID:305 / carcinoma	18272122	-	-	-	-	penis,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:11615 / penile cancer	Organ	DOID:11615 / penile cancer	21	DOID:305 / carcinoma	18272122	-	-	DOID:3449 / penis carcinoma	17	penis,NS,NS,NS,carcinoma,NS,NS,NS	COSMIC	17	V1	The same as V1
Mapped	DOID:117 / heart cancer	Organ	DOID:117 / heart cancer	1	-	-	-	-	-	-	soft_tissue,fat,upper_leg,NS,Overgrowth_syndrome,Proteus_syndrome,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11819 / ureter cancer	Organ	DOID:11819 / ureter cancer	1	DOID:305 / carcinoma	18272122	-	-	DOID:4939 / ureter carcinoma	1	urinary_tract,ureter,NS,NS,carcinoma,NS,NS,NS	COSMIC	1	V1	The same as V1
Mapped	DOID:119 / vaginal cancer	Organ	DOID:119 / vaginal cancer	1	DOID:305 / carcinoma	18272122	-	-	DOID:0050918 / vaginal carcinoma	1	vagina,NS,NS,NS,carcinoma,NS,NS,NS	COSMIC	1	V1	The same as V1
Mapped	DOID:119 / vaginal cancer	Organ	DOID:119 / vaginal cancer	1	-	-	DOID:119 / vaginal cancer	0	-	-	vagina	EDRN	0	V1	The same as V1
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:0070003 / blastoma	17913	-	-	-	-	autonomic_ganglia,abdomen,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	11	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:0070003 / blastoma	17913	-	-	DOID:0050935 / cervical neuroblastoma	3	autonomic_ganglia,cervical,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	3	V1	The same as V1
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:0070003 / blastoma	17913	-	-	DOID:769 / neuroblastoma	7902	autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	7901	V1	The same as V1
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:0070003 / blastoma	17913	-	-	DOID:769 / neuroblastoma	7902	autonomic_ganglia,paraspinal,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	1	V1	The same as V1
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:0070003 / blastoma	17913	-	-	-	-	NBL	ICGC-TARGET	2108	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:0070003 / blastoma	17913	-	-	DOID:769 / neuroblastoma	7902	Neuroblastoma (NBL)	TARGET	0	V1	The same as V1
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:1115 / sarcoma	99186	-	-	-	-	Neurofibrosarcoma	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:1115 / sarcoma	99186	-	-	-	-	soft_tissue,nerve_sheath,foot,NS,sarcoma,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:1115 / sarcoma	99186	-	-	-	-	soft_tissue,nerve_sheath,neck,NS,sarcoma,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	-	-	-	-	Pheochromocytoma_susceptibility_to|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma	6823	-	-	Paragangliomas_5|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	-	-	-	-	Paragangliomas_3|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma	6823	-	-	Paragangliomas_2|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma	6823	-	-	Paragangliomas_4	ClinVar	2	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma	6823	-	-	Paragangliomas_4|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	DOID:0050773 / paraganglioma	6823	-	-	Hereditary_cancer-predisposing_syndrome|Paragangliomas_5|Carney_triad	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:169 / neuroendocrine tumor	6894	DOID:0050892 / pheochromocytoma 	7	-	-	Pheochromocytoma|Hereditary_cancer-predisposing_syndrome	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:3070 / malignant glioma	340589	-	-	-	-	Neuroblastoma_1	ClinVar	3	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:3070 / malignant glioma	340589	-	-	-	-	Neuroblastoma_3	ClinVar	9	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:3070 / malignant glioma	340589	-	-	-	-	Paragangliomas_3	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	DOID:3070 / malignant glioma	340589	-	-	-	-	Paragangliomas_4|Hereditary_cancer-predisposing_syndrome|not_provided	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	Neuroblastoma_2	ClinVar	2	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	Hirschsprung_disease_ganglioneuroblastoma	ClinVar	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,vestibular,NS,schwannoma,NS,NS,NS	COSMIC	199	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,mediastinum,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,femur,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	autonomic_ganglia,chest,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,jaw,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,NS,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	28	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,pelvis,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	4	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,foot,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,arm,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	2	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,tibial,NS,schwannoma,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,shoulder,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	3	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,buttock,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	2	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	autonomic_ganglia,subcutaneous,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,rectum,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,upper_leg,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	5	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	autonomic_ganglia,pelvis,NS,NS,neuroblastoma,NS,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,ulnary,NS,schwannoma,NS,NS,NS	COSMIC	4	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,trunk,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	3	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	autonomic_ganglia,NS,NS,NS,ganglioneuroma,NS,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,retroperitoneum,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,cranial,NS,schwannoma,NS,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,head_neck,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,leg,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	4	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,NS,NS,schwannoma,NS,NS,NS	COSMIC	91	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,back,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,spinal,NS,schwannoma,NS,NS,NS	COSMIC	3	V2	New term
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,chest,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	4	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	DOID:3193 / peripheral nerve sheath neoplasm	64	-	-	soft_tissue,nerve_sheath,forearm,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:1192 / peripheral nervous system neoplasm	Organ	DOID:1192 / peripheral nervous system neoplasm	10428	-	-	-	-	-	-	soft_tissue,nerve_sheath,stomach,NS,schwannoma,NS,NS,NS	COSMIC	2	V2	New term
Mapped	DOID:11920 / tracheal cancer	Organ	DOID:11920 / tracheal cancer	2	DOID:305 / carcinoma	18272122	-	-	DOID:0050919 / trachea mucoepidermoid carcinoma	1	upper_aerodigestive_tract,trachea,NS,NS,carcinoma,mucoepidermoid_carcinoma,NS,NS	COSMIC	1	V1	The same as V1 (Divided into several ones due to the extraction of the whole terms)
Mapped	DOID:11920 / tracheal cancer	Organ	DOID:11920 / tracheal cancer	2	DOID:305 / carcinoma	18272122	-	-	-	-	upper_aerodigestive_tract,trachea,NS,NS,carcinoma,adenocarcinoma,NS,NS	COSMIC	1	V2	New term
Mapped	DOID:11934 / head and neck cancer	Organ	DOID:11934 / head and neck cancer	173725	DOID:305 / carcinoma	18272122	-	-	-	-	Squamous_cell_carcinoma_of_the_head_and_neck	ClinVar	9	V2	New term
Mapped	DOID:11934 / head and neck cancer	Organ	DOID:11934 / head and neck cancer	173725	DOID:305 / carcinoma	18272122	-	-	DOID:1542 / head and neck carcinoma	50	upper_aerodigestive_tract,head_neck,NS,NS,carcinoma,NS,NS,NS	COSMIC	50	V1	The same as V1
Mapped	DOID:11934 / head and neck cancer	Organ	DOID:11934 / head and neck cancer	173725	DOID:305 / carcinoma	18272122	-	-	DOID:5520 / head and neck squamous cell carcinoma	173662	upper_aerodigestive_tract,head_neck,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS	COSMIC	112021	V1	The same as V1
